id,pclass,age,sex,survived
2107,crew,adult,male,no
2108,crew,adult,male,no
2109,crew,adult,male,no
2110,crew,adult,male,no
2111,crew,adult,male,no
2112,crew,adult,male,no
2113,crew,adult,male,no
2114,crew,adult,male,no
2115,crew,adult,male,no
2116,crew,adult,male,no
2117,crew,adult,male,no
2118,crew,adult,male,no
2119,crew,adult,male,no
2120,crew,adult,male,no
2121,crew,adult,male,no
2122,crew,adult,male,no
2123,crew,adult,male,no
2124,crew,adult,male,no
2125,crew,adult,male,no
2126,crew,adult,male,no
2127,crew,adult,male,no
2128,crew,adult,male,no
2129,crew,adult,male,no
2130,crew,adult,male,no
2131,crew,adult,male,no
2132,crew,adult,male,no
2133,crew,adult,male,no
2134,crew,adult,male,no
2135,crew,adult,male,no
2136,crew,adult,male,no
2137,crew,adult,male,no
2138,crew,adult,male,no
2139,crew,adult,male,no
2140,crew,adult,male,no
2141,crew,adult,male,no
2142,crew,adult,male,no
2143,crew,adult,male,no
2144,crew,adult,male,no
2145,crew,adult,male,no
2146,crew,adult,male,no
2147,crew,adult,male,no
2148,crew,adult,male,no
2149,crew,adult,male,no
2150,crew,adult,male,no
2151,crew,adult,male,no
2152,crew,adult,male,no
2153,crew,adult,male,no
2154,crew,adult,male,no
2155,crew,adult,male,no
2156,crew,adult,male,no
2157,crew,adult,male,no
2158,crew,adult,male,no
2159,crew,adult,male,no
2160,crew,adult,male,no
2161,crew,adult,male,no
2162,crew,adult,male,no
2163,crew,adult,male,no
2164,crew,adult,male,no
2165,crew,adult,male,no
2166,crew,adult,male,no
2167,crew,adult,male,no
2168,crew,adult,male,no
2169,crew,adult,male,no
2170,crew,adult,male,no
2171,crew,adult,male,no
2172,crew,adult,male,no
2173,crew,adult,male,no
2174,crew,adult,male,no
2175,crew,adult,male,no
2176,crew,adult,male,no
2177,crew,adult,male,no
2178,crew,adult,male,no
2179,crew,adult,female,yes
2180,crew,adult,female,yes
2181,crew,adult,female,yes
2182,crew,adult,female,yes
2183,crew,adult,female,yes
2184,crew,adult,female,yes
2185,crew,adult,female,yes
2186,crew,adult,female,yes
2187,crew,adult,female,yes
2188,crew,adult,female,yes
2189,crew,adult,female,yes
2190,crew,adult,female,yes
2191,crew,adult,female,yes
2192,crew,adult,female,yes
2193,crew,adult,female,yes
2194,crew,adult,female,yes
2195,crew,adult,female,yes
2196,crew,adult,female,yes
2197,crew,adult,female,yes
2198,crew,adult,female,yes
2199,crew,adult,female,no
2200,crew,adult,female,no
2201,crew,adult,female,no
